text,label
#TEKNOFEST festival alanında bulunan STK’larımızın standlarını ziyaret ettik ve teknoloji çalışmaları ile ilgili bilgiler aldık. https://t.co/UJyfD9xq0a,0
Günübirlik gidip gelmeye değdi. #Teknofest sen mükemmel bir festivalsin..,1
"#teknofest ile gençlerimiz araştırmaya ve üretmeye yöneliyor.

""Gökyüzünün efelerine selam olsun""... https://t.co/9rxpjS0Lz2",1
"Başkan Sn @RT_Erdogan, İstanbul #TEKNOFEST'te düzenlenen törene katıldı: 

Milli Teknoloji Hamlesi doğrultusundaki tüm çalışmaları, Cumhurbaşkanlığı ve ilgili tüm kurumlar olarak sivil toplum kuruluşlarıyla birlikte desteklemekte kararlıyız. https://t.co/4FZNN5tB5F",0
İstikbal Göklerdedir. Gururla yerli TEKNOFEST Istanbul https://t.co/0Zdkj8nYg4,1
TEKNOFEST’i @anadoluajansi aksiyon kamera fotoğraflarıyla yakından takip edebilirsiniz.. https://t.co/t97JdVhQ4q,0
#Teknofest SoloTürk 🦅💫 https://t.co/oRfliOSGIY,0
#TEKNOFEST’de dereceye girerek bizleri gururlandıran geleceğin dahilerini tebrik ediyorum. https://t.co/TQyCZfSmXx,0
"Selçuklu Gençlik Meclisi Üyesi Bekir Köle kardeşimiz ve takım arkadaşları bugün müthiş bir başarıya imza atarak TEKNOFEST Roket Yarışması’nda Türkiye birincisi oldular. 

Bekir Köle ve Selçuk Roket Takımı’nı canı gönülden tebrik ediyorum. 💪🏻 https://t.co/Zyf9xwp6Vp",0
"Bu çocuklar istiklalimiz!

Simülasyonlarda
Teknoloji oyunlarında
Sanal uygulamalarda
Teknoloji sergilerinde
Uzay gösterilerinde
Teknolojinin kalbinde

Her yerde meraklı, bilgili, heyecanlı çocuklar var!

Onlara destek olun!

#TEKNOFEST
#teknofestist
#MilliTeknolojiHamlesi https://t.co/gOAsO6blvP",1
"Türkiyenin ayakları yere basmayan ilk festivali #Teknofest ile bugün ülkemizin ne kadar güçlü ve neler yapabileceğini bir kez daha gördük ve gururlandık.....
#teknofest #solotürk #türkyıldızları #atakteam #hürkuş #hürjet #anka #airbusa400m #t621 #sikorsk #iha #airbuszz333 https://t.co/mmy6luCBjQ",1
@teknofestist @Selcuk @RT_Erdogan Pırıl pırıl gençler ve zeki beyinler. Teknoloji atılımı Ülkem için çok önem arzediyor. Başarmak zorundayız. Teknofest startı verdi hayırlı olsun.,1
"@the__aga_ Bugün izledim
Dışarda ki akademisyenlere çağrı yapmış Başkan
Doğru yolda ama asıl beyin göçünün önüne geçmeli
Burada sihirli cümle ""liyakat"" ve adil sınav sistemi
Birçok arkadaşım ya yurtdışında yada başka iş yapıyor
Kaldı ki tam Teknofest te olması gereken Fizik Mühendisleridir.",0
"#TEKNOFEST Her şey tamam da, Atatürk Havalimanından, Yeni Atatürk Havalimanına Uçak ile geldi ya😀✈️",0
"#TEKNOFEST kapsamında gerçekleştirilen TÜRKSAT Model Uydu yarışmasında Vega takımımızın model uydusunun 477,53 metre yükseklikte drondan ayrılış anı... #gedikedu @teknofestist https://t.co/B3hyyfmayY",0
KADEM Gençlik Komisyonu olarak biz de #Teknofest'e katıldık. Hem ufkumuz açıldı hem ayaklarımız yerden kesildi. Sen de hala gitmediysen mutlaka #Teknofest 'e uğramalısın. https://t.co/oRoOAL0fw2,1
Vatan derneği olarak 3.Havalimanında yapılan TEKNOFEST fuarına katılım sağladık.Elhamdulillâh artık havada da söz sahibi bir güç haline geldik.Ülkemizin ürettiği teknolojiyi görünce gerçekten çok mutlu olduk.Rabbimiz Vatanımızı korusun. https://t.co/6bKmcSgvhc,1
#Teknofest Muazzam bi etkinlik oldu. Genelkurmay başkanımızı görmekte güzel bi süprizdi. SoloTürk göğsümüzü kabartan göstererisiyle büyüledi. Türk yıldızları gösterinin sonunda gökyüzüne kalp çizerek bizle vedalaştılar❤️😊 https://t.co/kFs6nTNyio,0
"Teknofest Türk Yıldızları Festivali ,Mucitlerin ,inovasyonlar ,muhteşem bir kalabalık ,enerjili gençlik ,emeğine geçenlere teşekkürler.. https://t.co/qOXyOb7edQ",1
"#TEKNOFEST i izleyince insanın mühendis olası geliyo diye mırıldandım, annemin sen zaten mühendissin gerizekalı demesiyle kendime geldim",0
"Şarkı, türkü festivallerinden sonra teknoloji festivali. Emeği geçenlere teşekkürler. Allah razı olsun. #TEKNOFEST",1
Teknofest'e katıldık süperdi ama arabayla gideyim dedim Üsküdar'dan tam 3 saat 15 dk sürdü. Perişan olduk. https://t.co/5frlZNAisU,1
"#TEKNOFEST çok güzel bir festivaldi, emeği geçen herkese teşekkürler. Ama birşey dikkatimi çekti. Sergilenen en büyük uçağın kraliyet hava kuvvetlerine ait olması beni biraz üzdü. Sebebi nedir acaba?",1
"#TEKNOFEST 'te bugün, Sayın Cumhurbaşkanımız Recep Tayyip Erdoğan #TÜBİTAK ’ın katkıları ile desteklenen ve Uluslararası Bilim Olimpiyatlarında madalya alan genç bilim insanlarımızı ödüllendirdi. 

Gençlerimizle gurur duyuyoruz! https://t.co/zLpjllhp2e",0
Türk Havacılık ve Uzay Sanayii tarafından üretilen ve toplamda bin uçuş saatini başarıyla aşan temel eğitim uçağı Hürkuş Teknofest'teki gösterisiyle beğeni topladı. https://t.co/ogOwCWT511,0
Cumhurbaşkanı Erdoğan TEKNOFEST'e F-16'lar Eşliğinde Geldi https://t.co/moNU0W6Wzk @YouTube aracılığıyla,0
Teknofest... Gitmesi de dönmesi de ölüm olan etkinlik.☹️,-1
@windwaver1 TEKNOFEST HARİKAYDI.. REİSİN EZ OĞUL PERFORMANSINDA DELİLER GİBİ EĞLENİYODUKK,1
Harikaydı 🚀✈️ @türkyıldızları @soloturk — at Teknofest https://t.co/kX4N3s1esi,1
"TEKNOFEST, üçüncü gününde ziyaretçilerini ağırlıyor https://t.co/q8skKLMdLn",0
"#Teknofest’te geçirdiğim süre 1 saat, gidiş-geliş için yolda geçirdiğim süre an itibariyle 5 saat. Koca bir #Cumartesi yollarda geçti, hâlâ yoldayım 🤦🏻‍♀️ Neden? Yol yok. Kalabalık var, festival var. Planlama konusunda ne zaman iyileşeceğiz?",-1
"Milletin Adamı
Cumhurbaşkanımız
Milli Teknoloji Hamlesi İçin
Bugün Teknofest’e Katıldı. https://t.co/ca2fHnnH3A",0
"Tügva Bandırma Üniversite Koordinatörlüğü/Onyedi Eylül Üniversitesi Yeniler Kulübümüz mensubu gençler olarak #teknofest te heyecanla yerimizi aldik  
@Tugva17EylulUni 
@tugvabandirma
@teknofest https://t.co/B552Bi0dxN",0
TEKNOFEST İstanbul'da heyecan devam ediyor @anadoluajansi https://t.co/mcG8SvEnmh,1
"Hayatın her anında #MilliTeknolojiHamlesi ile birlikte geleceğini kanatları altına alacak Gençlermiz ile birlikte  
#TEKNOFEST istanbul'da gercektirilen teknoloji festivalinde biz de yerimizi aldık https://t.co/xAeQg1McQv",0
"Teknolojiyi tasarlayan, geliştiren, üreten ve ihraç eden ülke konumuna gelme yolunda ilerliyoruz.

Cumhurbaşkanımız Sayın @RT_Erdogan katılımlarıyla gerçekleştirilen #TEKNOFEST geleceğin teminatı evlatlarımız için yeni bir yol haritası oluşturacaktır.
#MilliTeknolojiHamlesi https://t.co/IcubVfG1hM",1
"Bugün #TEKNOFEST e katıldık. Hayatımda gittiğim en güzel festivaldi. Gelecek adına ümit veren, üst düzey bir organizasyon. Emeği geçenlere sonsuz şükranlarımızı sunuyoruz 👏🏼 Allah razı olsun.
Reis, Ben, A-400M kargo uçağı ve 3. Havalimanı kulesi aynı pozdayız 😎@Selcuk @haluk https://t.co/dfeQvMU03b",1
"Selçuk Üniversitesi (Konya Teknik)  Roket Takımı, Teknofest roket yarışmasında birinci oldu. Tebrikler gençler, tebrikler üniversitem. 
#Teknofestİstanbul #TEKNOFEST https://t.co/PeWB95K8sH",0
"İBB Çocuk Meclisimiz ile İstanbul Havacılık, Uzay ve Teknoloji Festivali - TEKNOFEST’te müzik, eğlence ve teknolojiyi bir arada yaşadık. 🚀 #TEKNOFEST #ibbçocukmeclisi https://t.co/A444B1FwKq",1
"Ülkemizde gençlere ilham verecek teknoloji etkinlikleri gerçekleşirken onları sıcağı sıcağına Türkçe #Vikipedi'de paylaşabilmeyi ve okuyabilmeyi özledik. ✍️💻 💕

#VikipediyiÖzledik #Teknofest 🛩️👩‍✈️👨‍✈️ #MilliTeknolojiHamlesi #BTK #Eğitim2023 https://t.co/uwly6Sqsou",0
#teknofest in birçok şeye gebe olduğunu biliyorduk fakat Sayın Bakanımızla tanışmak sürpriz oldu. Sn. Bakanım @varank herşey için teşekkürler. https://t.co/CJytFoSpoN,0
"#TEKNOFEST'te yarışmaya katılan @NOHUniversitesi İnsansız Hava Araçları, #HUMA ve #ŞUNKAR, takımlarını ziyaret ederek gençlerimize destek olan milletvekilimiz @mvyavuzergun beye çok teşekkür ederim. @nigdeohuiha @nohu_biltek @scelik_06 #TyanaTeam https://t.co/0zGWD1tR73",0
"TEKNOFEST’te 3. günü de coşkuyla geçti. Sayın Cumhurbaşkanımız, Bakanlarımız, Komutanlarımız ve değerli misafirlerimize teşekkür eder, saygılarımızı sunarız. TEKNOFEST 4. gününde buluşmak üzere... @halukgorgun @drhkaratas @teknofestist https://t.co/Im8OT7HZwI",1
"Hazarfen'le başlayıp Vecihi Hürkuş ve Nuri Demirağ ile devam eden havacılık serüvenimizde sıra @Selcuk Bayraktar’ın başlattığı döneme geldi, geçmişte yapılan hataları tekrar etmezsek, Allah’ın izniyle dünyanın sayılı havacılık üslerinden oluruz.🇹🇷
#TEKNOFEST https://t.co/ADfAfulusJ",1
@tcbestepe 2023 e Milli Sanayii Yerli Üretim Güçlü Türkiye #TEKNOFEST,1
"Çocuklarımız #TEKNOFEST Fuarında #Elazığ için yarışıyor #MilliTeknolojiHamlesi
#Egitim2023 
@feyzigurturk https://t.co/oLRr1hNu0A",0
"TEKNOFEST ziyaretimizde yüksek teknoloji, Savunma ve Havacılık alanındaki üretimde geldiğimiz noktayı görünce gururlandık. İyiki varsınız. C. Allah yolunuzu hep açık tutsun. Gösterilerde, ilgide müthişti. https://t.co/ZS3I88P4UH",1
"Millî Savunma Bakanı Hulusi AKAR, Genelkurmay Başkanı Orgeneral Yaşar GÜLER ve Kuvvet Komutanları TEKNOFEST’te.",0
#TEKNOFEST kapsamında Tuz Gölünde yapılan yüksek irtifa roket yarışmasında 3üncü olan Atatürk Üniversitesi Tturks Takımını ve @Ataunivresmi yi tebrik ederiz. DAP Bölgesinden #TEKNOFEST yarışmalarına katılan tüm takımları ve gençleri can-ı gönülden kutlarız. #MilliTeknolojiHamlesi,0
"Biga'lı öğrencilerimiz Berke Tülümen,Yusuf Dağıstanlı,Ahmet Dağıstanlı #TEKNOFEST Alçak İrtifa Roket yarışmasında MAVERA-1 adlı roketleriyle Türkiye üçüncüsü olarak ödüllerini Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'dan aldılar. @erkanbilen_ @canmustafa79 @OSMANOZKN https://t.co/i2j435QRik",0
"TEKNOFEST İstanbul, Gösteri ve Etkinliklere Sahne Oldu https://t.co/6aICJXs5cp @kizlarsoruyor aracılığıyla",0
Hürjet bey diyeceksiniz😍🚀 #teknofest https://t.co/SWPICoxePf,0
"Cumhurbaşkanı Erdoğan, TEKNOFEST'in düzenlendiği İstanbul Yeni Havalimanı'na uçakla giriş yaptı
https://t.co/Iyil7HjOAU https://t.co/NpWw9llqhP",0
"Geleceğin bilim insanlarına, kâşiflerine ve mucitlerine ilham veren, yeni fikirlerin havada uçuştuğu #MilliTeknolojiHamlesi'nin heyecanını #TEKNOFEST'TE geleceğimizin teminatı genç kardeşlerimizle birlikte paylaşıyoruz. @akgencbduzu @nurullahakan1 https://t.co/thWrIPFYEJ",1
İnşaAllah bi terslik olmaz da yarın teknofest e gideriz..,0
TEKNOFEST İstanbul'da heyecan devam ediyor @anadoluajansi https://t.co/VXcSrGXJoU,0
"Festivalde emeği geçen herkese, bu organizasyona ulaşımımızı  sağlayan ve bize rehberlik eden Bornova Gençlik Merkezine  teşekkürlerimi sunuyorum.
@Bornova_GM #TEKNOFEST",1
"#Teknofest’te Solo Türk o kadar yavaş uçtu ki yanımdaki vatandaş telefonda konum tarif ediyor 

“Uçağın altındayım buraya doğru gel” 😄 https://t.co/9SsIMdlU8A",0
"Başkan Erdoğan, Teknofest'in düzenlendiği 3. Havalimanına pilot üniformasıyla geldi.
Başkanımıza Konya'dan kalkan F-16'lar eşlik etti.

Bu kadar düşman çatlatılır mı Başkan https://t.co/mdm3xUscIi",0
Teknofest Travel Hackaton'un son 15 saatine gelmeyi başardık! #TeknoFestIstanbul #TravelHackathon2018 @T3Vakfi @igairport @TurkishAirlines https://t.co/GBYzxrCP5l,0
Teknofest kapsamında gerçekleştirilen Türksat model uydu yarışmasında Erzurum Teknik Üniversitesi takımı Türkiye 4. olmuştur. Tebrikler gençler! @ErzurumEduTr #Teknofest #etü https://t.co/gCfAz7zX8q,0
"Teknolojinin milli tasarım ve üretiminin somut tezahürü #TEKNOFEST her yaştan her fikirden insanı uçaklarımızın kanatları altında topladı.
#milliteknolojihamlesi https://t.co/jfVBkRaxhe",0
Bugün #TEKNOFEST İstanbul etkinliğimizi şereflendiren Cumhurbaşkanımız Sayın Recep Tayyip Erdoğan'ı karşıladık. https://t.co/w4WABhNblp,0
"Türkiye'nin ilk havacılık, uzay ve teknoloji festivali 'TEKNOFEST İstanbul', uluslararası kamuoyunun da ilgisini çekti. İngiltere'den Çin'e medya, gösterileri manşetlerine taşıdı... https://t.co/4qPeOqHfmo @stargazete aracılığıyla https://t.co/tpXgrjgFz8",0
Erdoğan TEKNOFEST’e pilot tulumuyla geldi https://t.co/MizlmEegt3 https://t.co/DclAKqG1CP,0
ROKET TAKIMI'mız Roket fırlatma kategorisinde en yüksek irtifa ile TeknoFest Yarışmasında birinci olmuşlardır. Öğrencilerimizi kutluyoruz.,0
#teknofest montu satın alalım 😍,0
"#Teknofest: Havacılık Uzay ve teknoloji festivali; Özel uçağıyla festivale katıldı. #Atak helikopteri yerli ve milliymiş, gösteri yaptı. 16 senede Türkiyenin içini boşalttılar, biz fakirleştik, onlar doyumsuzca zenginleştiler, bıkmadlr. Eh, bizim payımıza boş hamaset şovu kaldı. https://t.co/UMZxaXtBtu",0
"Ne zaman hayal etmeyi bıraktıysak, o zaman gerilemeye başladık...

#TEKNOFEST #MilliTeknolojiHamlesi
https://t.co/M8pTgIGO7k",0
"@fatihtezcan @teknofestist Teknofest'e her ilden öğrenci İlk-orta-lise-ünv.) katılımın yapılması gerekli bence.. istanbuldaki öğrencilerimiz şanslı ufkunu açacak, hedeflerini belirlemeleri de rol model olcak teknolojik gelişmeleri yerinde görebilecekleri.. ama organizasyon çok önemli mağduriyet olmamalı.",0
"Artık kırmızı daha da anlamlı...

#TeknoFest
#MilliTeknolojiHamlesi https://t.co/etWkvlD4lc",0
"#TEKNOFEST heyecanını Cumhurbaşkanımız Sn. @RT_Erdogan’ın da teşrifleriyle 2023, 2053 ve 2071 hedeflerimizin mimarı olacak gençlerimiz ile birlikte yaşadık. #MilliTeknolojiHamlesi ile gençlerimizin neler başarabileceğini bir kez daha İstanbul’dan tüm dünyaya göstermiş olduk. https://t.co/UCdfgI1sPo",1
"Ben de bugün Teknofest’teydim, medyada tek bir haber yok. Yazıklar olsun.",-1
"TEKNOFEST’te Ula ilçemizdeki Gökova Adile Mermerci Anadolu Lisesi öğrencilerimiz ‘roket’ projeleriyle birinci olup Sayın Cumhurbaşkanımız Recep Tayyip Erdoğan’ın elinden ödüllerini aldılar. Bizi gururlandıran gençlerimizi, öğretmenlerini ve ailelerini kutluyorum. Tebrikler 👏👏 https://t.co/q9aQuAL6qZ",0
"Ben de bugün Teknofest’teydim, medyada tek bir haber yok. Yazıklar olsun.",0
"""Ben varım "" diyen gençlik var ... #Teknofest
#Teknofest2018
 https://t.co/feABGSetGk",0
"Gençlik Merkezi olarak Genç Bayan  grubumuzla birlikte #Teknofest Havacılık, Uzay ve Teknoloji Festivali için İstanbul'daydık.
Duyduğumuz,takip ettiğimiz birçok Milli Teknolojiyi yakından görmenin milli gururunu yaşadık.Üreten bir gençlik adına #MilliTeknolojiHamlesi @topogluemre https://t.co/lxihTkvYOo",1
"Cumhurbaşkanı @RT_Erdogan, İstanbul Havacılık, Uzay ve Teknoloji Festivali #TEKNOFEST’ti ziyaret etti. 
#Teknofestİstanbul
#MilliTeknolojiHamlesi 🇹🇷 https://t.co/7jR885bbam",0
@Selcuk Herşey ile Harika bir organizasyondu 👍🏻 #TEKNOFEST,1
Teknofest’te yollar çamurlu 🤦🏻‍♂️@teknofestist @teknofesT3 #teknofest #Teknofestİstanbul,-1
Teknofest'te büyük heyecan! Başkan Erdoğan sürprizlerle katılacak  https://t.co/fADax6MD4L https://t.co/Cl0IMCtOyw,0
#Teknofest bugün ziyaretçi rekoru kırmış olabilir mi ? https://t.co/hMZI8OjJe3,0
"Cumhurbaşkanımız Recep Tayyip Erdoğan, Türkiye Teknoloji Takımı (T3) Vakfı ve İstanbul Büyükşehir Belediyesi tarafından organize edilen,  TEKNOFEST İSTANBUL Havacılık, Uzay ve Teknoloji Festivali'nin gerçekleştirildiği İstanbul Yeni Havalimanı'na uçakla geldi. https://t.co/ctflR9jsvJ",0
"#TEKNOFEST 3,5 saatte gittik 3,5 saatte! Boyle bir etkinlikte yolu hesaplamaz misiniz 🤬🤬",-1
Adalet Bakanımız Sn. Abdülhamit Gül standımızı ziyaret etti. Ziyaretlerinden dolayı teşekkür ederiz. #teknofest teknofestist @istanbulbld @ İGA İstanbul Yeni Havalimanı https://t.co/jse6qUuWZZ,0
"Ayakları yerden kesen festival, TEKNOFEST en kalabalık günlerinden birini yaşadı. Çünkü bugün TEKNOFEST'in onur konuğu Başkan Erdoğan'dı. Cumhurbaşkanlığı uçağıyla alana inen Erdoğan'ın üstünde pilot tulumu vardı. Alanı gezdi, bol bol hatıra fotoğrafı çektirdi. https://t.co/LIfYDoSCTu",0
Dünya basını TEKNOFEST'i manşetlerine taşıdı https://t.co/KHGAsdSQHc https://t.co/kkvy9fVY2E,0
@drsadiyazici Bilim - Teknoloji aşığı bir Belediye Başkanının ekibinde olmaktan onur duyuyor ve bu alanda bizlere hizmet sunma fırsatı verdiğiniz için teşekkür ediyoruz Başkanım 🙏🏻🙂 #TEKNOFEST @drsadiyazici @Tuzlabelediyesi @turkiyetbav https://t.co/Wm63rNUDNm,1
"Uzay, Havacılık ve Teknoloji Festivaline katılmak üzere Amasya'dan 40 kişilik kız grubumuzu yolcu ettik. 😎🚀🇹🇷 
#Teknofest 
#MilliTeknolojiHamlesi https://t.co/00mis0zJOs",0
Sayın Cumhurbaşkanımız @RT_Erdogan #TeknoFest’i ziyaret yaptık... https://t.co/JzSOzojGfU,0
"Bu sene tüm festivalleri kaçırdım üstüne bi de teknofest eklendi anca tv den izliyoruz şu hale bak, biletler nerede satılıyordu acaba NEYSE TECHNO MORUQQQ https://t.co/9JjTHKw35O",0
"İstikbal göklerdedir
Mustafa Kemal Atatürk
Teknofest",0
Göklerin Hakimi. #TEKNOFEST https://t.co/KBBw1BWq1V,0
Başkan Erdoğan'ın uçağına F-16'lar böyle eşlik etti #TEKNOFEST  https://t.co/9lXb7w1MJW https://t.co/M1jQOoUgvE,0
"Millet açlık çeksin,pantolon alamayan adam intihar etsin sen teyyare uçurtma uçur... #TEKNOFEST",-1
@mustafahos Teknofest deydim bugun bir tane bos cadir vardi oda cumhurbaskaniligi yatirimdi kimsecikler yoktu gorevli dahi BOMBOSSSS,0
"#MilliTeknolojiHamlesi ile #Türkiye’mize ve gençlerimize tekrar büyük bir özgüven kazandıran  @RT_Erdogan başta olmak üzere, @Selcuk Bayraktar ve ekiplerine, öğrencilerimize ve öğretmenlerine çok teşekkürler.
#TEKNOFEST https://t.co/mrCzPYNUR0",1
"Cumhurbaşkanımız Sn. @RT_Erdogan, İstanbul #TEKNOFEST'te düzenlenen törene katıldı: 

Milli Teknoloji Hamlesi doğrultusundaki tüm çalışmaları, Cumhurbaşkanlığı ve ilgili tüm kurumlar olarak sivil toplum kuruluşlarıyla birlikte desteklemekte kararlıyız.
#MilliTeknolojiHamlesi https://t.co/wko9TnsYfM",0
Geleceğin teknolojisini üreterek daha da güçlü bir Türkiye'nin önünü açacak #MilliTeknolojiHamlesi’nde ve bu hamlenin sembol organizasyonu #TEKNOFEST’te emeği geçen herkesi tebrik ediyorum.,1
Cesaret taklit edilemez #Teknofest https://t.co/p2i7t8auQw,0
"Cumhurbaşkanımız Recep Tayyip Erdoğan, TEKNOFEST İSTANBUL Havacılık, Uzay ve Teknoloji Festivali etkinlik alanında toplanan vatandaşlara hitap etti. https://t.co/anAY8TjqbO",0
"""Bu gençlikten bir şey olmaz"" analizlerinizi de artık çöpe atın bir zahmet.#teknofest https://t.co/FvZix8wD2m",0
Teknofest fuarında ülke olarak teknoloji ve savunma sanayinde gelinen nokta son derece ümit verici ve ülke geleceğimiz açısından çok önemlidir.Gururlu bir şekilde dönüyoruz.Bu gelişmeler için çalışan herkese teşekkürlerimizi bildiriyoruz. https://t.co/9sq65YTa2G,1
Bugün bir diğer değerli ziyaretçilerimiz ise Suudi Arabistan Ticaret Ataşesi ve THY Teknik A.Ş. Genel Müdür Danışmanı @haliltokell idi.. #teknofest @teknofestist https://t.co/Z7XVWNLcOl,0
"Türkiye'nin ilk Havacılık, Uzay ve Teknoloji festivali #TEKNOFEST'te gençlerimizle beraberiz. #MilliTeknolojiHamlesi #GSBGM https://t.co/BG0wdoCXIJ",0
IEEE GTÜ Otonom Araç ekibi Teknofest Robotaksi Yarışmasına katıldı. #TEKNOFEST https://t.co/3xM8gTmqYN,0
"Kocaeli Üniversitesi Mekatronik Kulübü öğrencilerinden oluşan HürTürk İHA Takımı, Uzay ve Teknoloji Festivali #Teknofestİstanbul 'da Savaşan İHA kategorisinde ürettikleri milli ve yerli İHA'yı tanıttılar.🇹🇷

Elinize emeğine sağlık gençler 👏👏

#TEKNOFEST #MilliTeknolojiHamlesi https://t.co/ML9Ub1rFdW",0
"#MilliTeknolojiHamlesi İle Tam Bağımsız Güçlü TÜRKİYE!🇹🇷

#TEKNOFEST Gösterdi ki Aziz Ülkemizin Yiğit Gençliği Çok Yakında Ayağımızdaki Tüm Prangaları Parçalayarak Ülkemizin Ayaklarını Yerden Kesip, Zirveye Taşıyacak.

Adamın İzindeyiz @RT_Erdogan 

Bizi İzlemeye Devam Edin! https://t.co/8thCBr3J6t",1
"Büyük Türkiye’nin büyük hamleleri, tüm entrikalara planlara rağmen bizi bu yoldan alıkoyamayacaklar. Emeği geçen herkese Teşekkürler! Her şeyin en iyisini hakeden milletimiz hakettiği yerlere geliyor.. #TEKNOFEST @teknofestist #MilliTeknolojiHamlesi 🇹🇷 @Selcuk @mfatihkacir https://t.co/LxwLOj8Tj4",1
"3.Havalimanı 
Teknofest festivali görülmeye izlemeye  değerdi https://t.co/ZLrPSsnEzP",1
@politikabaytari Tantana yapmak istemem de hiç Teknofest’te hasbihal edenlerin fotoğraflarına rastladın mı?,0
"Millî Savunma Bakanı Hulusi AKAR, Genelkurmay Başkanı Orgeneral Yaşar GÜLER ve Kuvvet Komutanları TEKNOFEST’te. https://t.co/Qzivg0q06K",0
"İstanbul Milli Eğitim Müdürlüğü standında sizleri bekliyoruz. #teknofest teknofestist t3vakfi @tc_istanbul @istanbulbld 
@Team6038 team4972 sarnic7050 grt6415 @FRC6436 @ İGA İstanbul Yeni… https://t.co/fkgeB0SJH3",0
#teknofest yarında Soner sarıkabadayı geliyormuş geliyor musun sende ?Eğlence diyorum yok mu diyosun 🕺🏼😄,0
"Özel Beylikdüzü Modern  Eğitim Koleji Fen ve Anadolu Lisesi TEKNOFEST’teydi.

#mek #teknofest #okul #istanbul #havalimanı #festival https://t.co/L7FMj5P31r",0
İstanbul'da olupta #TEKNOFEST e gitmeyen arkadaşlar görüyorum. Onlara ufak bir sorum olacak. Size sunulan nimetleri kullanmamakta neden bu kadar ısrarcısınız ? !,0
"TEKNOFEST, üçüncü gününde ziyaretçilerini ağırlıyor https://t.co/EHm8ojCzsu https://t.co/X7PTf9gMV4",0
"Hacı, ben yarın Teknofest'e gideceğim. Yarın da gelmezsin değil mi? Eğer geleceksen ben hiç gelmeyeyim. @RT_Erdogan",0
"#TEKNOFEST Su Altı Sistemler Yarışmasında, 33 su altı robot takımı görevlerini yaparak yarışmayı tamamladı. Yarışma sonuçları yarın açıklanacak ve 12:00’de ödül töreni düzenlenecek. Su Altı Robot Takımımıza başarılar diliyoruz. #gedikedu https://t.co/xtQbugD1zh",0
"#teknofest iyiydi, güzeldi de, o Allahın dağında yemek yiyecek bir yer bulamadık. Bir köfteci stand açmış köfte bitik😄 Bileydim yanımda bir koli kurabiye götürüp dağıtırdım sevabına, büsküvi satan bir yer de yok.",-1
"3 gün, 450.000 ziyaretçi. Havadaki uçağa bakarken, Dünya'nın en tatlı haline bürünen binlerce mütebessim yüz...

Ve buna karınca kararınca vesile olabilmek...

İyi ki @T3Vakfi var, iyi ki #TEKNOFEST var.",1
"YTB, genç mühendisleri TEKNOFEST ile buluşturdu Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı tarafından Türkiye’ye getirilen 20 başarılı mühendis TRT standını ziyaret etti. https://t.co/tU2kCbles5",0
@Selcuk   @T3Vakfi @TCSanayi @teknofesT3 @teknofestist             “Milli teknoloji hamlesi” geleceğin teknoloji mimarlarının ilham kaynağının merkezi #teknofest https://t.co/zWqNyQbsn2,1
"#TEKNOFEST 
#RecepTayyipErdoğan

Gururla, heyecanla, mutlulukla...

#VakitİcraatVakti
#AkParti

Rabbim yâr ve yardımcınız olsun sayın başkan🇹🇷🇹🇷🇹🇷

#MahmutSelimAlbayrak
@MSALBAYRAK0651 https://t.co/6Bj1qS13Sh",1
"Yerli Uçak Türkkuşu T 19-A, Teknofest’te Tanıtıldı - https://t.co/rj0eMZlAqX Haber Pes https://t.co/fdNSBy5FBx",0
#TEKNOFEST değil resmen teknoeziyet,-1
Çok güzel bir cumartesi geçirdim güzel organizasyon #TEKNOFEST,1
"@fatihtezcan @burcu_ay @teknofestist Kızım, kankasını alıp bugün ikinci kez #teknofest e gitti..
Sanırım F-16 ile Reisin gelecegini öğrendi.
.
Not: Festival alanına bir saat içerisinde girememişler ⚠️",0
Dünya basını MilliTeknolojiHamlesi #TEKNOFEST'i manşetlerine taşıdı https://t.co/eV5m82x6cE @teknofestist https://t.co/1RHksQ0ZyT,0
@politikabaytari Ülke 10 gündür teknofest diye yıkılıyor.Rte harici canlı yayın yok. Trt kanallarına bakıyorum gereksiz programlar yayınlıyor ama bunu yayınlamıyor.Ben art niyet arıyorum artık.,0
Okulumuz #TEKNOFEST yarışmasında birincilik elde etmiştir. Emeği geçen herkese teşekkür ederiz. @Selcuk @ziyaselcuk  https://t.co/jDdiJOSEUo,1
@selcukrektorluk rektörü @sahinmu :Konya Teknik Üniversitesi Mühendislik Fakültemizin çeşitli bölümlerinden öğrencilerin oluşturduğu  #SelçukRoket Takımı Teknofest yarışmalarında birinci olmuştur.Öğrencilermizi yürekten tebrik ediyor başarılarının artarak devam etmesini dilerim. https://t.co/oiBJLTD7ei,1
Teknofest değil de yol yordu,0
"Yarın çocukları @teknofestist ‘e götürün. Evde boş boş oturup, akıllı telefonların/tabletlerin esiri olacaklarına, Türkiye’nin geleceğine eşlik etsinler. Ufukları genişlesin. Not: Bir çok yerden ulaşım ücretsiz olarak yapılmaktadır. #TEKNOFEST #MilliTeknolojiHamlesi @Selcuk https://t.co/6aGF8iy6cI",1
